objectid,sort_index,parentid,admin_notes,title,creator,date,description,subject,people,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,WORKSPACE1,WORKSPACE2,WORKSPACE3,object_location,image_small,image_thumb,image_alt_text,object_transcript,temp1,temp2,temp3
grinnell_12920,100,,,"Students in Forum, March 1969","Mcmullin, Roger",1969-03,"Three African American students sit in the Forum, March 1969. Left to right: Mattye L. Nelson ‘69, Karen M. Wooldridge ‘72, and L. Sherri DesChaps ‘69. All three were involved with CBS.",Life at Grinnell for Black Students;Concerned Black Students (CBS),"Mattye Nelson '69; Karen Wooldridge, '68; L. Sherri DesChaps '69",The Forum,41.747258426624576,-92.72019799,Grinnell College,grinnell:12920,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-12920.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-12920_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-12920_TN.jpg,,,,,
dg_1712600280,12,,Libby's additions,Summary of Nov 29 Events by Office of College Relations,Office of College Relations,1971-12-01,Office of College Relations Memo covering the Burling Library Take Over,Burling Library Take Over of '71 & '72;Reactions to the Take Over,,Grinnell College,41.74859288862407,-92.72189644676367,Grinnell College,,text;scanned,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600280.pdf,https://dgobjects.blob.core.windows.net/smalls/dg_1712600280_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1712600280_TN.jpg,,,,,
dg_1712600283,17,,Libby's additions,The Institution of A Black Library,,1972,"A Memo about the black library discussions. Ms. Wyly was the point person for the Black library creation. Handwritten addition on the letter reads ""Didn't mean to steal this - Wally"". The document is undated but was likely written in the spring semester of 1972.",Burling Library Take Over of '71 & '72;Burling Library;Black Library;Black Manifesto Demands,"Mae Gae Wyly, Librarian ",Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,,text;scanned,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600283.pdf,https://dgobjects.blob.core.windows.net/smalls/dg_1712600283_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1712600283_TN.jpg,,,,,
grinnell_20022,92,,,The Liberal Arts College in a World of Change,,1967-10,"The program for the closing event of a three-day long convocation, ""The Liberal Arts College in a World of Change."" Martin Luther King Jr. attended this event and spoke to a crowd of 4,000 people at Darby Gym",Life at Grinnell for Black Students,,Darby Gym,41.74929422,-92.71882604,Grinnell College,grinnell:20022,text;program,reformated digital; pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-20022.pdf,https://dgobjects.blob.core.windows.net/smalls/grinnell-20022_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-20022_TN.jpg,,,,,
grinnell_5276,89,,Isn't loading on ZealousRock instance,Twentieth Century Room,"Korab, Baltazar",1962-05,Photo of the Twentieth Century Room in Burling Library at Grinnell College. The Twentieth Century room later became the home of the Black Library.,Burling Library;Life at Grinnell for Black Students;Black Library,,Burling Library,41.74665973,-92.72017393,Grinnell College,grinnell:5276,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-5276.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-5276_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-5276_TN.jpg,,,,,
dg_1712600291,79,,Libby's additions - Should make or compound with other commermoration photo Parent/child ,"Young, Black and Gifted Choir preforms at the Burling Library Takeover Commemoration, 2006",,2006,"The Young, Black and Gifted Choir preforms at the 2006 commemoration of the Burling Library Take Over. In 2006, CBS held an event commemorating the1971 takeover of Burling Library. Fifty-five students with candles, representing the fifty-five students who took over Burling in 1971, marched from the Black Culture Center (BCC) to Burling. Once at Burling, the group read the Black Manifesto, enjoyed the Young, Gifted, and Black Gospel Choir’s performance, held a poetry reading, and discussed the ways the Burling Takeover changed Grinnell.",Burling Take Over Commermorations;Burling Library,,Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,,Image;StillImage,image/jpeg,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600291.jpg,https://dgobjects.blob.core.windows.net/smalls/dg_1712600291_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1712600291_TN.jpg,,,,,
grinnell_26673,57,,,"Young, Gifted, and Black Gospel Choir",,1975,"Students sing during a Young, Gifted, and Black Gospel Choir performance. Bottom Row, Left to Right: Sybill Scott; Arlene Colvin; Shelly?; Richard Patterson?. Top Row Left to Right: Careda Rolland in the glasses; Ricky Stokes, Greg Lee?; Onishous Jones(OJ); Unknown; Dibbs.",Life at Grinnell for Black Students,Careda Rolland '76; Sybill Scott; Arlene Colvin; Ricky Stokes; Onishous Jones  ,Herrick Chapel,41.74759389,-86.72195262,Grinnell College,grinnell:26673,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-26673.jpeg,https://dgobjects.blob.core.windows.net/smalls/grinnell-26673_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-26673_TN.jpg,,,,,
grinnell_10397,1,grinnell_10395,Libby's additions,The Life of a Library Text: Grinnell College's Black Library - Takeover Dance 1,"Stuhr, Rebecca;Jones, Phillip Wiley, Rod, Catherine",2010,"In 2009, Latona Giwa '09 and Courtney Moore '11 staged a site-specific dance event in and around the Black Library. The performers based their dance on the history of the Black Library and passed out copies of the Black Manifesto.",Burling Take Over Commermorations;Burling Library;Black Library,,Burling Library,41.74665973,-92.72017393,Grinnell College,grinnell:10397,video/x-ms-wmv,video/x-ms-wmv,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-10397.wmv,,,,,,,
grinnell_10398,2,grinnell_10395,Libby's additions,The Life of a Library Text: Grinnell College's Black Library - Takeover Dance 2,"Stuhr, Rebecca;Jones, Phillip Wiley, Rod, Catherine",2010,"In 2009, Latona Giwa '09 and Courtney Moore '11 staged a site-specific dance event in and around the Black Library. The performers based their dance on the history of the Black Library and passed out copies of the Black Manifesto.",Burling Take Over Commermorations;Black Library;Burling Library,,Burling Library,41.74665973,-92.72017393,Grinnell College,grinnell:10398,video/x-ms-wmv,video/x-ms-wmv,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-10398.wmv,,,,,,,
grinnell_10395,3,,Libby's additions,The Life of a Library Text: Grinnell College’s Black Library - Black Library Presentation,"Stuhr, Rebecca;Jones, Phillip Wiley, Rod, Catherine",2010,Presentation about the history of the Black Library by Grinnell College Librarians,Burling Take Over Commermorations;Burling Library Take Over of '71 & '72;Black Library,,Burling Library,41.74665973,-92.72017393,Grinnell College,grinnell:10395,multi media/slides,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-10395.pdf,https://dgobjects.blob.core.windows.net/smalls/grinnell-10395_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-10395_TN.jpg,,,,,
grinnell_5105,,,Libby's additions,Barry Huff '73,,1971-11,"Photo of Barry Huff, class of 1973. Barry was a member of CBS during his time at Grinnell College.",Life at Grinnell for Black Students,Barry Huff '73,Grinnell College,41.74842191416233,-92.72213824314315,Grinnell College,grinnell:5105,Image;StillImage,,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-5105.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-5105_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-5105_TN.jpg,,,,,
dg_1727969734,,,,"""CBS CHOOSES SLATE, PLANS 9 PROPOSALS"" Scarlet & Black of September 27th, 1968. Page 1 & 3.",Scarlet & Black,1968-09-27,"This article reports the first time that CBS approached the Student Government Association (SGA) for $400 dollars (about $3,618 dollars in 2024) to create a Black Library and a Black student newspaper. The article details 6 other proposals that CBS wanted to enact, many of which were later reflected in the Black Manifesto. ",Life at Grinnell for Black Students;Concerned Black Students (CBS),Gregg Coggs '69; Debbie Green '70; Ernest T. Weston ‘71,Scarlet & Black Offices at The Forum,41.747739143449095,-92.72009910237777,Grinnell College,,Text; newspaper,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1727969734.pdf,,,,,,,
dg_1712600269,,,,"""To Establish Black Library"" Scarlet & Black May 5th, 1972 page 3",Scarlet & Black,1972-05-05,This article covers President Leggett's reccomendations for the Black Library. ,Burling Library;Black Manifesto Demands;Reactions to the Take Over;Black Library,"Glenn Leggett, Grinnell President  1965-1975",Scarlet & Black Offices at The Forum,41.747739143449095,-92.72009910237777,Grinnell College,,Text; newspaper,application/pdf,,,,,,,,,,,,,,,
dg_1712600270,,,,"""The Library Take-Over"" Scarlet & Black May 15th, 1973 page 6",Scarlet & Black,1973-05-15,"This issue of the Scarlet & Black covered highlights of events that occurred during the graduating class's tenure, including the Burling Takeover and responses to the incident.",Burling Library;Black Manifesto Demands;Reactions to the Take Over;Black Library,,Scarlet & Black Offices at The Forum,41.747739143449095,-92.72009910237777,Grinnell College,,Text; newspaper,,,,,,,,,,,,,,,,
